bse_eqlist
Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
513377,MMTC,MMTC LTD.,Active,A ,1.00,INE123F01029,Comm.Trading  &amp; Distribution,Equity
513434,TATAMETALI,TATA METALIKS LTD.,Active,A ,10.00,INE056C01010,Iron &amp; Steel/Interm.Products,Equity
513599,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.00,INE531E01026,Copper,Equity
513683,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Electric Utilities,Equity
514162,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1.00,INE192B01031,Textiles,Equity
515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A ,1.00,INE439A01020,Auto Parts &amp; Equipment,Equity
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,A ,10.00,INE671A01010,Other Elect.Equip./ Prod.,Equity
517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1.00,INE775A01035,Auto Parts &amp; Equipment,Equity
517354,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.00,INE176B01034,Other Elect.Equip./ Prod.,Equity
517385,SYMPHONY,Symphony Limited,Active,A ,2.00,INE225D01027,Consumer Electronics,Equity
517506,TTKPRESTIG,TTK PRESTIGE LTD.,Active,A ,10.00,INE690A01010,Houseware,Equity
517569,KEI,KEI INDUSTRIES LTD.,Active,A ,2.00,INE878B01027,Other Elect.Equip./ Prod.,Equity
519552,HERITGFOOD,Heritage Foods Limited,Active,A ,5.00,INE978A01027,Packaged Foods,Equity
519600,CCL,CCL PRODUCTS (INDIA) LTD.,Active,A ,2.00,INE421D01022,Tea &amp; Coffee,Equity
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,A ,1.00,INE039C01032,Auto Parts &amp; Equipment,Equity
520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,Active,A ,5.00,INE105A01035,Auto Parts &amp; Equipment,Equity
521064,TRIDENT,TRIDENT LTD.,Active,A ,10.00,INE064C01014,Textiles,Equity
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A ,1.00,INE285A01027,Industrial Machinery,Equity
522275,GET&amp;D,GE T&amp;D India Ltd,Active,A ,2.00,INE200A01026,Electric Utilities,Equity
522287,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,A ,2.00,INE220B01022,Heavy Electrical Equipment,Equity
523261,VENKYS,VENKY&#39;S (INDIA) LTD.,Active,A ,10.00,INE398A01010,Packaged Foods,Equity
523367,DCMSHRIRAM,DCM Shriram Limited,Active,A ,2.00,INE499A01024,Diversified,Equity
523385,NILKAMAL,NILKAMAL LTD.,Active,A ,10.00,INE310A01015,Plastic Products,Equity
523395,3MINDIA,3M INDIA LTD.,Active,A ,10.00,INE470A01017,Diversified,Equity
523405,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1.00,INE780C01023,Holding Companies,Equity
523457,LINDEINDIA,Linde India Limited,Active,A ,10.00,INE473A01011,Industrial Gases,Equity
523598,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.00,INE109A01011,Shipping,Equity
523610,ITI,ITI LTD.,Active,A ,10.00,INE248A01017,Telecom Equipment,Equity
523642,PIIND,PI Industries Ltd,Active,A ,1.00,INE603J01030,Agrochemicals,Equity
523756,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,Active,A ,10.00,INE872A01014,Finance (including NBFCs),Equity
524000,MAGMA,MAGMA FINCORP LTD.,Active,A ,2.00,INE511C01022,Finance (including NBFCs),Equity
524084,MONSANTO,MONSANTO INDIA LTD.,Active,A ,10.00,INE274B01011,Agrochemicals,Equity
524200,VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,2.00,INE410B01029,Commodity Chemicals,Equity
524208,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5.00,INE769A01020,Commodity Chemicals,Equity
524230,RCF,RASHTRIYA CHEMICALS &amp; FERTILIZERS LTD.,Active,A ,10.00,INE027A01015,Fertilizers,Equity
524494,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,2.00,INE571A01020,Pharmaceuticals,Equity
524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1.00,INE044A01036,Pharmaceuticals,Equity
524804,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1.00,INE406A01037,Pharmaceuticals,Equity
524816,NATCOPHARM*,NATCO PHARMA LTD.,Active,A ,2.00,INE987B01026,Pharmaceuticals,Equity
526299,MPHASIS,MPHASIS LTD.,Active,A ,10.00,INE356A01018,IT Consulting &amp; Software,Equity
526371,NMDC,NMDC LTD.,Active,A ,1.00,INE584A01023,Mining,Equity
526612,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10.00,INE233B01017,Transportation - Logistics,Equity
530001,GUJALKALI,GUJARAT ALKALIES &amp; CHEMICALS LTD.,Active,A ,10.00,INE186A01019,Commodity Chemicals,Equity
530005,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.00,INE383A01012,Cement &amp; Cement Products,Equity
530007,JKTYRE,JK TYRE &amp; INDUSTRIES LTD.,Active,A ,2.00,INE573A01042,Auto Tyres &amp; Rubber Products,Equity
530019,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,Active,A ,1.00,INE700A01033,Pharmaceuticals,Equity
530239,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,A ,1.00,INE495B01038,Pharmaceuticals,Equity
530517,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.00,INE131B01039,Footwear,Equity
530813,KRBL,KRBL LTD.,Active,A ,1.00,INE001B01026,Packaged Foods,Equity
530965,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.00,INE242A01010,Oil Marketing &amp; Distribution,Equity
531162,EMAMILTD,EMAMI LTD.-$,Active,A ,1.00,INE548C01032,Personal Products,Equity
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.00,INE522D01027,Finance (including NBFCs),Equity
531335,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A ,10.00,INE768C01010,Packaged Foods,Equity
531344,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,5.00,INE111A01025,Transport Related Services,Equity
531426,TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.,Active,A ,10.00,INE107A01015,Paper &amp; Paper Products,Equity
531500,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1.00,INE343B01030,Other Apparels &amp; Accessories,Equity
531531,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A ,1.00,INE473B01035,Packaged Foods,Equity
531642,MARICO,MARICO LTD.,Active,A ,1.00,INE196A01026,Personal Products,Equity
532129,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,Active,A ,2.00,INE093A01033,IT Consulting &amp; Software,Equity
532134,BANKBARODA,BANK OF BARODA,Active,A ,2.00,INE028A01039,Banks,Equity
532144,WELCORP,Welspun Corp Limited,Active,A ,5.00,INE191B01025,Construction &amp; Engineering,Equity
532149,BANKINDIA,BANK OF INDIA,Active,A ,10.00,INE084A01016,Banks,Equity
532155,GAIL,GAIL (INDIA) LTD.,Active,A ,10.00,INE129A01019,Utilities:Non-Elec.,Equity
532174,ICICIBANK,ICICI BANK LTD.,Active,A ,2.00,INE090A01021,Banks,Equity
532175,CYIENT*,Cyient Limited,Active,A ,5.00,INE136B01020,IT Consulting &amp; Software,Equity
532178,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5.00,INE510A01028,Consulting Services,Equity
532179,CORPBANK,CORPORATION BANK,Active,A ,2.00,INE112A01023,Banks,Equity
532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2.00,INE131A01031,Coal,Equity
532187,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.00,INE095A01012,Banks,Equity
532209,J&amp;KBANK,JAMMU &amp; KASHMIR BANK LTD.,Active,A ,1.00,INE168A01041,Banks,Equity
532210,CUB,CITY UNION BANK LTD.,Active,A ,1.00,INE491A01021,Banks,Equity
532215,AXISBANK,AXIS BANK LTD.,Active,A ,2.00,INE238A01034,Banks,Equity
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.00,INE683A01023,Banks,Equity
532221,SONATSOFTW,SONATA SOFTWARE LTD.,Active,A ,1.00,INE269A01021,IT Consulting &amp; Software,Equity
532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.00,INE139A01034,Aluminium,Equity
532276,SYNDIBANK,SYNDICATE BANK,Active,A ,10.00,INE667A01018,Banks,Equity
532281,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.00,INE860A01027,IT Consulting &amp; Software,Equity
532286,JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,Active,A ,1.00,INE749A01030,Iron &amp; Steel/Interm.Products,Equity
532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1.00,INE935A01035,Pharmaceuticals,Equity
532300,WOCKPHARMA,WOCKHARDT LTD.,Active,A ,5.00,INE049B01025,Pharmaceuticals,Equity
532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A ,10.00,INE813A01018,Realty,Equity
532321,CADILAHC,CADILA HEALTHCARE LTD.,Active,A ,1.00,INE010B01027,Pharmaceuticals,Equity
532331,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2.00,INE031B01049,Pharmaceuticals,Equity
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.00,INE494B01023,2/3 Wheelers,Equity
532374,STRTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2.00,INE089C01029,Other Telecom Services,Equity
532388,IOB,INDIAN OVERSEAS BANK,Active,A ,10.00,INE565A01014,Banks,Equity
532400,BSOFT,Birlasoft Ltd,Active,A ,2.00,INE836A01035,IT Consulting &amp; Software,Equity
532418,ANDHRABANK,ANDHRA BANK,Active,A ,10.00,INE434A01013,Banks,Equity
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1.00,INE102D01028,Personal Products,Equity
532443,CERA,CERA SANITARYWARE LTD.,Active,A ,5.00,INE739E01017,Furniture-Furnishing-Paints,Equity
532454,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.00,INE397D01024,Telecom Services,Equity
532461,PNB,PUNJAB NATIONAL BANK,Active,A ,2.00,INE160A01022,Banks,Equity
532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.00,INE881D01027,IT Consulting &amp; Software,Equity
532477,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.00,INE692A01016,Banks,Equity
532478,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.00,INE686F01025,Breweries &amp; Distilleries,Equity
532480,ALBK,ALLAHABAD BANK,Active,A ,10.00,INE428A01015,Banks,Equity
532482,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.00,INE101D01020,Pharmaceuticals,Equity
532483,CANBK,CANARA BANK,Active,A ,10.00,INE476A01014,Banks,Equity
532488,DIVISLAB,DIVI&#39;S LABORATORIES LTD.,Active,A ,2.00,INE361B01024,Pharmaceuticals,Equity
532497,RADICO,RADICO KHAITAN LTD.,Active,A ,2.00,INE944F01028,Breweries &amp; Distilleries,Equity
532498,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Active,A ,10.00,INE722A01011,Finance (including NBFCs),Equity
532500,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.00,INE585B01010,Cars &amp; Utility Vehicles,Equity
532504,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.00,INE048G01026,Commodity Chemicals,Equity
532505,UCOBANK,UCO BANK,Active,A ,10.00,INE691A01018,Banks,Equity
532514,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.00,INE203G01027,Utilities:Non-Elec.,Equity
532522,PETRONET,PETRONET LNG LTD.,Active,A ,10.00,INE347G01014,Oil Marketing &amp; Distribution,Equity
532523,BIOCON,BIOCON LTD.,Active,A ,5.00,INE376G01013,Biotechnology,Equity
532524,PTC,PTC INDIA LTD.,Active,A ,10.00,INE877F01012,Electric Utilities,Equity
532531,STAR,Strides Pharma Science Ltd,Active,A ,10.00,INE939A01011,Pharmaceuticals,Equity
532532,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Active,A ,2.00,INE455F01025,Construction &amp; Engineering,Equity
532538,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.00,INE481G01011,Cement &amp; Cement Products,Equity
532539,MINDAIND,MINDA INDUSTRIES LTD.-$,Active,A ,2.00,INE405E01023,Auto Parts &amp; Equipment,Equity
532540,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.00,INE467B01029,IT Consulting &amp; Software,Equity
532541,NIITTECH,NIIT TECHNOLOGIES LTD.,Active,A ,10.00,INE591G01017,IT Consulting &amp; Software,Equity
532548,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.00,INE348B01021,Forest Products,Equity
532555,NTPC,NTPC LTD.,Active,A ,10.00,INE733E01010,Electric Utilities,Equity
532617,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,A ,10.00,INE802G01018,Airlines,Equity
532622,GDL,GATEWAY DISTRIPARKS LTD.,Active,A ,10.00,INE852F01015,Transportation - Logistics,Equity
532636,IIFL,IIFL Holdings Limited,Active,A ,2.00,INE530B01024,Other Financial Services,Equity
532638,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.00,INE498B01024,Department Stores,Equity
532644,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.00,INE823G01014,Cement &amp; Cement Products,Equity
532648,YESBANK,YES BANK LTD.,Active,A ,2.00,INE528G01027,Banks,Equity
532652,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.00,INE614B01018,Banks,Equity
532659,IDFC,IDFC LIMITED,Active,A ,10.00,INE043D01016,Finance (including NBFCs),Equity
532667,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.00,INE040H01021,Heavy Electrical Equipment,Equity
532683,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.00,INE212H01026,Other Industrial Goods,Equity
532689,PVR,PVR LTD.,Active,A ,10.00,INE191H01014,Specialty Retail,Equity
532702,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.00,INE246F01010,Utilities:Non-Elec.,Equity
532705,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,A ,2.00,INE199G01027,Publishing,Equity
532706,INOXLEISUR,INOX LEISURE LTD.,Active,A ,10.00,INE312H01016,Specialty Retail,Equity
532710,SADBHAV,SADBHAV ENGINEERING LTD.,Active,A ,1.00,INE226H01026,Construction &amp; Engineering,Equity
532712,RCOM,RELIANCE COMMUNICATIONS LTD.,Active,A ,5.00,INE330H01018,Telecom Services,Equity
532714,KEC,KEC INTERNATIONAL LTD.,Active,A ,2.00,INE389H01022,Heavy Electrical Equipment,Equity
532720,M&amp;MFIN,MAHINDRA &amp; MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.00,INE774D01024,Finance (including NBFCs),Equity
532725,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2.00,INE343H01029,Specialty Chemicals,Equity
532733,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.00,INE424H01027,Broadcasting &amp; Cable TV,Equity
532754,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A ,1.00,INE776C01039,Electric Utilities,Equity
532755,TECHM,TECH MAHINDRA LTD.,Active,A ,5.00,INE669C01036,IT Consulting &amp; Software,Equity
532756,MAHINDCIE,Mahindra CIE Automotive Limited,Active,A ,10.00,INE536H01010,Other Industrial Products,Equity
532772,DCBBANK,DCB Bank Limited,Active,A ,10.00,INE503A01015,Banks,Equity
532777,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10.00,INE663F01024,Internet &amp; Catalogue Retail,Equity
532779,TORNTPOWER,TORRENT POWER LTD.,Active,A ,10.00,INE813H01021,Electric Utilities,Equity
532784,SOBHA,Sobha Limited,Active,A ,10.00,INE671H01015,Realty,Equity
532798,NETWORK18,NETWORK18 MEDIA &amp; INVESTMENTS LTD.,Active,A ,5.00,INE870H01013,Holding Companies,Equity
532800,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2.00,INE886H01027,Broadcasting &amp; Cable TV,Equity
532805,REDINGTON,REDINGTON (INDIA) LTD.,Active,A ,2.00,INE891D01026,Comm.Trading  &amp; Distribution,Equity
532809,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A ,10.00,INE684F01012,BPO/KPO,Equity
532810,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10.00,INE134E01011,Finance (including NBFCs),Equity
532814,INDIANB,INDIAN BANK,Active,A ,10.00,INE562A01011,Banks,Equity
532819,MINDTREE,MINDTREE LTD.,Active,A ,10.00,INE018I01017,IT Consulting &amp; Software,Equity
532822,IDEA,Vodafone Idea Ltd,Active,A ,10.00,INE669E01016,Telecom Services,Equity
532827,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10.00,INE761H01022,Other Apparels &amp; Accessories,Equity
532830,ASTRAL,ASTRAL POLY TECHNIK LTD.,Active,A ,1.00,INE006I01046,Plastic Products,Equity
532832,IBREALEST,INDIABULLS REAL ESTATE LTD.,Active,A ,2.00,INE069I01010,Realty,Equity
532839,DISHTV,DISH TV INDIA LTD.,Active,A ,1.00,INE836F01026,Broadcasting &amp; Cable TV,Equity
532843,FORTIS,FORTIS HEALTHCARE LTD.,Active,A ,10.00,INE061F01013,Healthcare Facilities,Equity
532848,DELTACORP,DELTA CORP LTD.,Active,A ,1.00,INE124G01033,Misc.Commercial Services,Equity
532856,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A ,1.00,INE508G01029,Plastic Products,Equity
532865,MEGH,MEGHMANI ORGANICS LTD.,Active,A ,1.00,INE974H01013,Specialty Chemicals,Equity
532868,DLF,DLF LTD.,Active,A ,2.00,INE271C01023,Realty,Equity
532872,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1.00,INE232I01014,Pharmaceuticals,Equity
532873,HDIL,HOUSING DEVELOPMENT &amp; INFRASTRUCTURE LTD.,Active,A ,10.00,INE191I01012,Realty,Equity
532880,OMAXE,OMAXE LTD.,Active,A ,10.00,INE800H01010,Realty,Equity
532885,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.00,INE483A01010,Banks,Equity
532889,KPRMILL,K.P.R. Mill Limited,Active,A ,5.00,INE930H01023,Textiles,Equity
532890,TAKE,TAKE SOLUTIONS LTD.,Active,A ,1.00,INE142I01023,IT Consulting &amp; Software,Equity
532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1.00,INE338I01027,Finance (including NBFCs),Equity
532898,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A ,10.00,INE752E01010,Electric Utilities,Equity
532899,KSCL,KAVERI SEED COMPANY LTD.,Active,A ,2.00,INE455I01029,Other Agricultural Products,Equity
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2.00,INE742F01042,Marine Port &amp; Services,Equity
532922,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1.00,INE532F01054,Other Financial Services,Equity
532926,JYOTHYLAB,JYOTHY LABORATORIES LTD.,Active,A ,1.00,INE668F01031,Household Products,Equity
532927,ECLERX,ECLERX SERVICES LTD.,Active,A ,10.00,INE738I01010,BPO/KPO,Equity
532939,RPOWER,RELIANCE POWER LTD.,Active,A ,10.00,INE614G01033,Electric Utilities,Equity
532942,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A ,2.00,INE634I01029,Construction &amp; Engineering,Equity
532947,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A ,10.00,INE821I01014,Roads &amp; Highways,Equity
532953,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A ,1.00,INE951I01027,Other Elect.Equip./ Prod.,Equity
532955,RECLTD,REC Ltd,Active,A ,10.00,INE020B01018,Finance (including NBFCs),Equity
532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10.00,INE917I01010,2/3 Wheelers,Equity
532978,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5.00,INE918I01018,Holding Companies,Equity
533023,WABCOINDIA,WABCO INDIA LTD.,Active,A ,5.00,INE342J01019,Auto Parts &amp; Equipment,Equity
533088,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,Active,A ,10.00,INE998I01010,Hotels,Equity
533096,ADANIPOWER,ADANI POWER LTD.,Active,A ,10.00,INE814H01011,Electric Utilities,Equity
533098,NHPC,NHPC LTD.,Active,A ,10.00,INE848E01016,Electric Utilities,Equity
533106,OIL,OIL INDIA LTD.,Active,A ,10.00,INE274J01014,Exploration &amp; Production,Equity
533144,COX&amp;KINGS,Cox &amp; Kings Limited,Active,A ,5.00,INE008I01026,Travel Support Services,Equity
533148,JSWENERGY,JSW Energy Ltd,Active,A ,10.00,INE121E01018,Electric Utilities,Equity
533150,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Realty,Equity
533151,DBCORP,D B Corp Ltd,Active,A ,10.00,INE950I01011,Publishing,Equity
533155,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10.00,INE797F01012,Restaurants,Equity
533179,PERSISTENT*,PERSISTENT SYSTEMS LTD.,Active,A ,10.00,INE262H01013,IT Consulting &amp; Software,Equity
533206,SJVN,SJVN Ltd,Active,A ,10.00,INE002L01015,Electric Utilities,Equity
533228,BHARATFIN,Bharat Financial Inclusion Ltd,Active,A ,10.00,INE180K01011,Finance (including NBFCs),Equity
533229,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1.00,INE933K01021,Personal Products,Equity
533248,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A ,10.00,INE517F01014,Marine Port &amp; Services,Equity
533269,WABAG,VA TECH WABAG LTD.,Active,A ,2.00,INE956G01038,Utilities:Non-Elec.,Equity
533271,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5.00,INE442H01029,Roads &amp; Highways,Equity
533273,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.00,INE093I01010,Realty,Equity
533274,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.00,INE811K01011,Realty,Equity
533278,COALINDIA,COAL INDIA LTD.,Active,A ,10.00,INE522F01014,Coal,Equity
533286,MOIL,MOIL LTD.,Active,A ,10.00,INE490G01020,Mining,Equity
533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.00,INE414G01012,Finance (including NBFCs),Equity
533400,FCONSUMER,Future Consumer Ltd,Active,A ,6.00,INE220J01025,Packaged Foods,Equity
533519,L&amp;TFH,L&amp;T FINANCE HOLDINGS LTD.,Active,A ,10.00,INE498L01015,Holding Companies,Equity
533520,IBULISL,Indiabulls Integrated Services Ltd,Active,A ,2.00,INE126M01010,Comm.Trading  &amp; Distribution,Equity
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.00,INE901L01018,Pharmaceuticals,Equity
533758,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,10.00,INE702C01019,Iron &amp; Steel Products,Equity
534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.00,INE745G01035,Investment Companies,Equity
534309,NBCC,NBCC (India) Ltd,Active,A ,1.00,INE095N01031,Construction &amp; Engineering,Equity
534690,LAKSHVILAS,LAKSHMI VILAS BANK LTD.,Active,A ,10.00,INE694C01018,Banks,Equity
534804,CARERATING,CARE Ratings Ltd,Active,A ,10.00,INE752H01013,Other Financial Services,Equity
534809,PCJEWELLER,PC JEWELLER LTD.,Active,A ,10.00,INE785M01013,Other Apparels &amp; Accessories,Equity
534816,INFRATEL,BHARTI INFRATEL LTD.,Active,A ,10.00,INE121J01017,Other Telecom Services,Equity
534976,VMART,V-MART RETAIL LTD.,Active,A ,10.00,INE665J01013,Department Stores,Equity
535322,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10.00,INE612J01015,Housing Finance ,Equity
535648,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.00,INE599M01018,Publishing,Equity
535754,ORIENTCEM,Orient Cement Ltd,Active,A ,1.00,INE876N01018,Cement &amp; Cement Products,Equity
535755,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.00,INE647O01011,Department Stores,Equity
535789,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2.00,INE148I01020,Housing Finance ,Equity
536507,FLFL,Future Lifestyle Fashions Ltd,Active,A ,2.00,INE452O01016,Department Stores,Equity
538666,SHARDACROP,Sharda Cropchem Ltd,Active,A ,10.00,INE221J01015,Agrochemicals,Equity
538835,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.00,INE306R01017,IT Software Products,Equity
539083,INOXWIND,Inox Wind Ltd,Active,A ,10.00,INE066P01011,Heavy Electrical Equipment,Equity
