Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
511672,SCANSTL,Scan Steels Limited,Active,XD,10.00,INE099G01011,Iron &amp; Steel/Interm.Products,Equity
511676,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,B ,10.00,INE289B01019,Housing Finance ,Equity
511688,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,Active,XT,10.00,INE963B01019,Finance (including NBFCs),Equity
511692,AJCON,AJCON GLOBAL SERVICES LTD.,Active,XT,10.00,INE759C01019,Other Financial Services,Equity
511696,CHRTEDCA,CHARTERED CAPITAL &amp; INVESTMENT LTD.,Active,XT,10.00,INE953B01010,Other Financial Services,Equity
511700,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,XT,10.00,INE625D01010,Finance (including NBFCs),Equity
511702,PARSHINV,PARSHARTI INVESTMENT LTD.,Active,XD,10.00,INE290E01011,Finance (including NBFCs),Equity
511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,Active,XD,10.00,INE357A01032,Other Financial Services,Equity
511710,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,Active,XD,2.00,INE717D01023,Finance (including NBFCs),Equity
511712,RELICTEC,RELIC TECHNOLOGIES LTD.,Active,XD,10.00,INE452B01013,Other Financial Services,Equity
511714,NIMBSPROJ,NIMBUS PROJECTS LTD.,Active,XT,10.00,INE875B01015,Realty,Equity
511716,ESCORTSFIN,ESCORTS FINANCE LTD.,Active,XT,10.00,INE359A01012,Finance (including NBFCs),Equity
511724,BALFC,BAID LEASING AND FINANCE CO.LTD.,Active,XD,10.00,INE020D01014,Finance (including NBFCs),Equity
511726,VIPUL,VIPUL LTD.,Active,B ,1.00,INE946H01037,Realty,Equity
511728,KZLFIN,K.Z.LEASING &amp; FINANCE LTD.,Active,XT,10.00,INE006C01015,Finance (including NBFCs),Equity
511734,PASUFIN,PASUPATI FINCAP LTD.,Active,XT,10.00,INE527C01010,Finance (including NBFCs),Equity
511736,USHDI,USHDEV INTERNATIONAL LTD.,Active,XC,1.00,INE981D01025,Comm.Trading  &amp; Distribution,Equity
511738,MEHSECU,MEHTA SECURITIES LTD.,Active,XT,10.00,INE241B01010,Other Financial Services,Equity
511740,MEHTAHG,MEHTA HOUSING FINANCE LTD.,Active,XT,10.00,INE239B01014,Housing Finance ,Equity
511742,CHOKSEC,CHOKHANI SECURITIES LTD.,Active,XD,10.00,INE583D01011,Finance (including NBFCs),Equity
511754,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,XD,10.00,INE861D01011,Finance (including NBFCs),Equity
511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,Active,XD,10.00,INE195I01013,Finance (including NBFCs),Equity
511758,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Active,XT,10.00,INE094E01017,Finance (including NBFCs),Equity
511760,SEVENHILL,Seven Hill Industries Limited,Active,XT,10.00,INE518D01017,Finance (including NBFCs),Equity
511764,UPASAFN,UPASANA FINANCE LTD.,Active,XT,10.00,INE819K01014,Finance (including NBFCs),Equity
511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10.00,INE296G01013,Finance (including NBFCs),Equity
512008,AMANITRA,AMANI TRADING &amp; EXPORTS LTD.,Active,XT,10.00,INE886D01018,Comm.Trading  &amp; Distribution,Equity
512011,TEATIME,TEA TIME LTD.,Active,P ,10.00,INE237U01018,Comm.Trading  &amp; Distribution,Equity
512014,SOBME,SOBHAGYA MERCHANTILE LTD.,Active,XT,10.00,INE754D01018,Misc.Commercial Services,Equity
512020,ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,Active,XD,10.00,INE967G01019,Finance (including NBFCs),Equity
512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,XT,10.00,INE837E01019,Other Financial Services,Equity
512024,NDMETAL,N.D.METAL INDUSTRIES LTD.,Active,XD,10.00,INE643D01013,Copper,Equity
512025,INERTIAST,INERTIA STEEL LTD.,Active,XT,10.00,INE767M01011,Misc.Commercial Services,Equity
512026,PHTRADING,PH TRADING LTD.,Active,P ,10.00,INE603D01017,Comm.Trading  &amp; Distribution,Equity
512036,KAPILCO,KAPIL COTEX LTD.,Active,XT,10.00,INE393H01016,Textiles,Equity
512038,ASWTR,AASWA TRADING &amp; EXPORTS LTD.,Active,P ,10.00,INE887D01016,Comm.Trading  &amp; Distribution,Equity
512047,ROYALIND,Royal India Corporation Limited,Active,XD,10.00,INE510H01015,Other Apparels &amp; Accessories,Equity
512062,ZSANMCOM,SANMITRA COMMERCIAL LTD.,Active,XT,10.00,INE896J01014,Misc.Commercial Services,Equity
512063,AYOME,AYOKI MERCANTILE LTD.,Active,P ,10.00,INE048E01013,Comm.Trading  &amp; Distribution,Equity
512064,VISTR,VISHVPRABHA TRADING LTD.,Active,XT,10.00,INE762D01011,Misc.Commercial Services,Equity
512065,MRUTR,MRUGESH TRADING LTD.,Active,XT,10.00,INE738D01011,Finance (including NBFCs),Equity
512068,DECNGOLD,DECCAN GOLD MINES LTD.,Active,XT,1.00,INE945F01025,Other Non-Ferrous Metals,Equity
512070,UPL,UPL Limited,Active,A ,2.00,INE628A01036,Agrochemicals,Equity
512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.,Active,P ,10.00,INE425H01016,Other Apparels &amp; Accessories,Equity
512093,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,Active,B ,2.00,INE234B01023,IT Software Products,Equity
512099,PUNITCO,PUNIT COMMERCIALS LTD.,Active,XT,10.00,INE750G01019,Other Apparels &amp; Accessories,Equity
512101,TRIPR,TRIOCHEM PRODUCTS LTD.,Active,XT,10.00,INE331E01013,Pharmaceuticals,Equity
512103,NIDHGRN,NIDHI GRANITES LTD.,Active,XT,10.00,INE276H01013,Construction Materials,Equity
512105,PROAIMENT,Proaim Enterprises Ltd,Active,XD,10.00,INE490J01032,Misc.Commercial Services,Equity
512109,AVIVA,AVIVA INDUSTRIES LTD.,Active,XD,10.00,INE461H01011,Comm.Trading  &amp; Distribution,Equity
512117,TWIROST,TWIN ROSES TRADES &amp; AGENCIES LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
512121,DELINFRA,Delma Infrastructure Limited,Active,ZP,10.00,NA          ,Other Financial Services,Equity
512131,SIGNETIND,Signet Industries Limited,Active,B ,1.00,INE529F01027,Plastic Products,Equity
512135,ENSSI,ENSA STEEL INDUSTRIES LTD.,Active,XD,10.00,INE322C01016,Iron &amp; Steel/Interm.Products,Equity
512153,SPECMKT,SPECULAR MARKETING &amp; FINANCING LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
512157,TERRAREAL,Terraform Realstate Limited,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
512161,8KMILES,8K MILES SOFTWARE SERVICES LTD.,Active,B ,5.00,INE650K01021,Internet Software &amp; Services,Equity
512165,ABANSENT,ABans Enterprises Ltd,Active,XT,10.00,INE365O01010,Comm.Trading  &amp; Distribution,Equity
512169,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,Active,XT,10.00,INE968E01012,Misc.Commercial Services,Equity
512175,VAMA,VAMA INDUSTRIES LTD.,Active,XT,2.00,INE685D01022,IT Consulting &amp; Software,Equity
512179,SUNTECK,SUNTECK REALTY LTD.,Active,B ,1.00,INE805D01034,Realty,Equity
512195,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Active,P ,10.00,INE496M01017,Misc.Commercial Services,Equity
512197,SILVERO,SILVER OAK COMMERCIAL LTD.,Active,XT,10.00,INE798C01017,Finance (including NBFCs),Equity
512213,CLASELE,CLASSIC ELECTRICALS LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512215,VORACON,VORA CONSTRUCTIONS LTD.,Active,XT,10.00,INE902L01016,Other Financial Services,Equity
512217,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Active,XD,10.00,INE730E01016,Finance (including NBFCs),Equity
512229,VERITAS,VERITAS (INDIA) LTD.,Active,XT,1.00,INE379J01029,Consulting Services,Equity
512233,JAYTEX,JAYBHARAT TEXTILES &amp; REAL ESTATE LTD.,Active,XT,2.00,INE091E01039,Textiles,Equity
512237,JAICORPLTD,JAI CORP LTD.,Active,B ,1.00,INE070D01027,Iron &amp; Steel/Interm.Products,Equity
512245,ZNIVITRD,NIVI TRADING LTD.,Active,P ,10.00,INE552F01011,Misc.Commercial Services,Equity
512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Active,XD,1.00,INE895A01023,Diversified,Equity
512261,BAJGLOB,BAJAJ GLOBAL LTD.,Active,XT,10.00,INE553H01015,Comm.Trading  &amp; Distribution,Equity
512271,TASHIND,TASHI INDIA LTD.,Active,XT,10.00,INE552H01017,Misc.Commercial Services,Equity
512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Active,P ,10.00,INE340U01010,Transportation - Logistics,Equity
512279,NNTL,N2N Technologies Limited,Active,Z ,10.00,INE043F01011,Misc.Commercial Services,Equity
512289,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.,Active,B ,10.00,INE196B01016,Other Non-Ferrous Metals,Equity
512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,P ,10.00,INE497M01015,Other Financial Services,Equity
512296,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,Active,B ,2.00,INE458B01036,Copper,Equity
512297,SHANTAI,Shantai Industries Ltd,Active,XD,10.00,INE408F01016,Industrial Machinery,Equity
512299,STERLINBIO,STERLING BIOTECH LTD.,Active,B ,1.00,INE324C01038,Commodity Chemicals,Equity
512301,CHMBBRW,CHAMBAL BREWERIES &amp; DISTILLERIES LTD.,Active,XD,10.00,INE417N01011,Comm.Trading  &amp; Distribution,Equity
512307,TYPHOON,TYPHOON HOLDINGS LTD.,Active,P ,10.00,,Textiles,Equity
512309,ROSETEX,ROSEKAMAL TEXTILES LTD.,Active,XT,10.00,INE392F01012,Comm.Trading  &amp; Distribution,Equity
512313,BIJLTEX,BIJLEE TEXTILES LTD.,Active,XT,10.00,INE368F01012,Finance (including NBFCs),Equity
512329,KRL,Kintech Renewables Ltd,Active,XT,10.00,INE385F01016,Misc.Commercial Services,Equity
512337,MAHSHRE,MAHASHREE TRADING LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512341,CESL,CES Limited,Active,XT,10.00,INE396F01013,BPO/KPO,Equity
512344,ARAVALIS,ARAVALI SECURITIES &amp; FINANCE LTD.,Active,XT,10.00,INE068C01015,Comm.Trading  &amp; Distribution,Equity
512359,SWORDEDGE,Sword-Edge Commercials Limited,Active,XT,10.00,INE093G01014,Comm.Trading  &amp; Distribution,Equity
512367,ZSHERAPR,SHERATON PROPERTIES &amp; FINANCE LTD.,Active,P ,10.00,INE495M01019,Other Financial Services,Equity
512369,ENNORE,ENNORE COKE LTD.,Active,XD,10.00,INE755H01016,Comm.Trading  &amp; Distribution,Equity
512377,MAGANTR,MAGNANIMOUS TRADE &amp; FINANCE LTD.,Active,XT,10.00,INE664N01018,Misc.Commercial Services,Equity
512379,CRESSAN,CRESSANDA SOLUTIONS LTD.,Active,XD,1.00,INE716D01033,IT Software Products,Equity
512381,ZNIVEMER,NIVEDITA MERCANTILE &amp; FINANCING LTD.,Active,XT,10.00,INE992I01013,Comm.Trading  &amp; Distribution,Equity
512393,SHARDUL,SHARDUL SECURITIES LTD.,Active,XD,10.00,INE037B01012,Other Financial Services,Equity
512399,KAPASHI,KAPASHI COMMERCIALS LTD.,Active,XT,10.00,INE017I01019,Other Financial Services,Equity
512405,IPOWER,I-POWER SOLUTIONS INDIA LTD.,Active,XT,10.00,INE468F01010,Internet Software &amp; Services,Equity
512408,UNIWSEC,UNIWORTH SECURITIES LTD.,Active,XT,10.00,INE728J01019,Textiles,Equity
512409,RAJSAN,Rajsanket Realty Limited,Active,XT,10.00,INE314F01016,Finance (including NBFCs),Equity
512415,MERCTRD,MERCURY TRADE LINKS LTD.,Active,P ,10.00,INE319T01016,Misc.Commercial Services,Equity
512417,TRITRADE,TRINITY TRADELINK LIMITED,Active,XD,1.00,INE567D01022,Misc.Commercial Services,Equity
512425,NIRAVCOM,NIRAV COMMERCIALS LTD.,Active,XD,10.00,INE242B01018,Comm.Trading  &amp; Distribution,Equity
512441,ENBETRD,ENBEE TRADE &amp; FINANCE LTD.,Active,XT,10.00,INE993I01011,Misc.Commercial Services,Equity
512443,GANONTR,GANON TRADING FINANCE CO.LTD.,Active,XT,10.00,INE162L01017,Other Financial Services,Equity
512445,DEVITRD,DEVINSU TRADING LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
512449,SVCRES,SVC Resources Limited,Active,XT,10.00,INE254H01044,Mining,Equity
512453,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,Active,XT,1.00,INE564J01026,Containers &amp; Packaging,Equity
512455,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Active,XC,1.00,INE281B01032,Iron &amp; Steel/Interm.Products,Equity
512461,PUNCTRD,PUNCTUAL TRADING LTD.,Active,P ,10.00,,Comm.Trading  &amp; Distribution,Equity
512463,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,Active,XC,1.00,INE080I01025,Finance (including NBFCs),Equity
512477,BETXIND,BETEX INDIA LTD.,Active,XD,10.00,INE765L01017,Textiles,Equity
512479,GYTRIPA,GAYATRI TISSUE &amp; PAPERS LTD.,Active,XT,10.00,INE661K01010,Realty,Equity
512481,POLYTEX,POLYTEX INDIA LTD.,Active,XD,10.00,INE012F01016,Finance (including NBFCs),Equity
512485,DHANCOT,DHANLAXMI COTEX LTD.,Active,XD,10.00,INE977F01010,Comm.Trading  &amp; Distribution,Equity
512487,REMIELEK,Remi Elektrotechnik Limited,Active,XT,10.00,INE512H01011,Comm.Trading  &amp; Distribution,Equity
512489,OASISEC,OASIS SECURITIES LTD.,Active,XT,10.00,INE876A01015,Finance (including NBFCs),Equity
512493,GARNETINT,GARNET INTERNATIONAL LTD.,Active,XC,10.00,INE590B01010,Movies &amp; Entertainment,Equity
512499,SHALPRO,SHALIMAR PRODUCTIONS LTD.,Active,XD,1.00,INE435E01020,Other Financial Services,Equity
512505,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,Active,ZP,10.00,,Iron &amp; Steel Products,Equity
512511,VARUNME,VARUN MERCANTILE LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
512519,DONEAR,DONEAR INDUSTRIES LTD.-$,Active,B ,2.00,INE668D01028,Textiles,Equity
512527,SUPER,SUPER SALES INDIA LTD.-$,Active,XC,10.00,INE091C01017,Textiles,Equity
512529,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,B ,2.00,INE807F01027,Pharmaceuticals,Equity
512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,B ,10.00,INE655A01013,Comm.Trading  &amp; Distribution,Equity
512535,ASAHINFRA,ASAHI INFRASTRUCTURE &amp; PROJECTS LTD.,Active,Z ,10.00,INE933C01036,Realty,Equity
512553,ZENITHEXPO,ZENITH EXPORTS LTD.,Active,B ,10.00,INE058B01018,Textiles,Equity
512559,KOHINOOR,KOHINOOR FOODS LTD.,Active,B ,10.00,INE080B01012,Other Agricultural Products,Equity
512565,RTEXPO,R.T.EXPORTS LTD.-$,Active,XD,10.00,INE581D01015,Other Agricultural Products,Equity
512573,AVANTI,AVANTI FEEDS LTD.-$,Active,B ,2.00,INE871C01020,Other Food Products,Equity
512579,GUJNRECOKE,GUJARAT NRE COKE LTD.,Active,T ,10.00,INE110D01013,Coal,Equity
512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,T ,10.00,INE077B01018,Other Apparels &amp; Accessories,Equity
512589,SITAENT,SITA ENTERPRISES LTD.,Active,XD,10.00,INE579D01019,Comm.Trading  &amp; Distribution,Equity
512591,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
512597,KEYCORPSER,KEYNOTE CORPORATE SERVICES LTD.,Active,B ,10.00,INE681C01015,Finance (including NBFCs),Equity
512599,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1.00,INE423A01024,Comm.Trading  &amp; Distribution,Equity
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,Active,XT,10.00,INE307N01014,Comm.Trading  &amp; Distribution,Equity
512604,HARIAEXPO,HARIA EXPORTS LTD.-$,Active,XD,10.00,INE772B01014,Other Apparels &amp; Accessories,Equity
512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,Active,B ,1.00,INE474E01029,Other Apparels &amp; Accessories,Equity
512618,RLF,RLF LTD.,Active,XT,10.00,INE629C01014,Textiles,Equity
512624,REGENTRP,Regent Enterprises Ltd,Active,XT,10.00,INE769D01016,Other Financial Services,Equity
512626,ORBTEXP,ORBIT EXPORTS LTD.,Active,B ,10.00,INE231G01010,Textiles,Equity
512634,SAVERA,SAVERA INDUSTRIES LTD.,Active,XD,10.00,INE104E01014,Hotels,Equity
513005,VBCFERROQ,VBC FERRO ALLOYS LTD.-$,Active,XT,10.00,INE114E01013,Iron &amp; Steel/Interm.Products,Equity
513010,TATASPONGE,TATA SPONGE IRON LTD.,Active,A ,10.00,INE674A01014,Iron &amp; Steel/Interm.Products,Equity
513012,ZJEETMAC,JEET MACHINE TOOLS LTD.,Active,XT,10.00,INE987E01012,Comm.Trading  &amp; Distribution,Equity
513023,NBVENTURES,NAVA BHARAT VENTURES LTD.,Active,B ,2.00,INE725A01022,Electric Utilities,Equity
513039,ZHINUDYP,HINDUSTHAN UDYOG LTD.,Active,XT,10.00,INE582K01018,Industrial Machinery,Equity
513043,REMIEDEL,Remi Edelstahl Tubulars Limited,Active,XD,10.00,INE158G01015,Iron &amp; Steel Products,Equity
513059,GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Active,XD,5.00,INE736H01024,Auto Parts &amp; Equipment,Equity
513063,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,XT,10.00,INE360D01014,Iron &amp; Steel Products,Equity
513097,SHBCLQ,SHIVALIK BIMETAL CONTROLS LTD.,Active,XC,2.00,INE386D01027,Electronic Components,Equity
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,B ,5.00,INE524B01027,Iron &amp; Steel Products,Equity
513117,AMFORG,AMFORGE INDUSTRIES LTD.,Active,XT,2.00,INE991A01020,Auto Parts &amp; Equipment,Equity
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,Active,XT,10.00,INE173M01012,Copper,Equity
513121,ORICON,ORICON ENTERPRISES LTD.-$,Active,B ,2.00,INE730A01022,Specialty Chemicals,Equity
513142,BALASORE,BALASORE ALLOYS LTD.,Active,XC,5.00,INE135A01024,Iron &amp; Steel/Interm.Products,Equity
513149,ACROW,ACROW INDIA LTD.,Active,XT,10.00,INE950D01012,Iron &amp; Steel Products,Equity
513151,STINDIA,STI INDIA LTD.,Active,B ,10.00,INE090C01019,Textiles,Equity
513173,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,Active,XT,10.00,INE205F01016,Realty,Equity
513179,NATNLSTEEL,NATIONAL STEEL &amp; AGRO INDUSTRIES LTD.,Active,B ,10.00,INE088B01015,Iron &amp; Steel/Interm.Products,Equity
513216,UTTAMSTL,UTTAM GALVA STEELS LTD.,Active,B ,10.00,INE699A01011,Iron &amp; Steel/Interm.Products,Equity
513228,PENIND,PENNAR INDUSTRIES LTD.-$,Active,B ,5.00,INE932A01024,Iron &amp; Steel/Interm.Products,Equity
513250,JYOTISTRUC,JYOTI STRUCTURES LTD.,Active,T ,2.00,INE197A01024,Heavy Electrical Equipment,Equity
513252,JAYUSH,JAY USHIN LTD.,Active,XT,10.00,INE289D01015,Auto Parts &amp; Equipment,Equity
513262,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,B ,10.00,INE802C01017,Auto Parts &amp; Equipment,Equity
513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,Active,B ,5.00,INE993A01026,Construction &amp; Engineering,Equity
513291,PREMPIPES,PREMIER PIPES LTD.,Active,XT,10.00,INE448N01016,Iron &amp; Steel Products,Equity
513295,RUCHISTR,RUCHI STRIPS &amp; ALLOYS LTD.,Active,XD,10.00,INE611C01012,Iron &amp; Steel/Interm.Products,Equity
513303,MDRNSTL,MODERN STEELS LTD.-$,Active,XT,10.00,INE001F01019,Iron &amp; Steel/Interm.Products,Equity
513307,SYNTHFO,SYNTHIKO FOILS LTD.,Active,XT,5.00,INE363L01029,Aluminium,Equity
513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,Z ,10.00,INE327C01023,Aluminium,Equity
513335,METALFORGE,Metalyst Forgings Limited,Active,B ,10.00,INE425A01011,Other Industrial Products,Equity
513337,GUJTLRM,GUJARAT TOOLROOM LTD.,Active,XT,10.00,INE145J01024,Plastic Products,Equity
513349,AJMERA,AJMERA REALTY &amp; INFRA INDIA LTD.,Active,B ,10.00,INE298G01027,Realty,Equity
513353,COCHINM,COCHIN MINERALS &amp; RUTILE LTD.-$,Active,XD,10.00,INE105D01013,Specialty Chemicals,Equity
513361,ISWL,INDIA STEEL WORKS LTD.,Active,XC,1.00,INE072A01029,Iron &amp; Steel/Interm.Products,Equity
513369,RJKMRFR,RAJKUMAR FORGE LTD.,Active,XT,10.00,INE013J01016,Other Industrial Products,Equity
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1.00,INE120A01034,Other Industrial Products,Equity
513377,MMTC,MMTC LTD.,Active,A ,1.00,INE123F01029,Comm.Trading  &amp; Distribution,Equity
513397,VALLABHSQ,VALLABH STEELS LTD.-$,Active,XD,10.00,INE457E01016,Iron &amp; Steel Products,Equity
513401,ASHIS,ASHIANA ISPAT LTD.,Active,XD,10.00,INE587D01012,Iron &amp; Steel/Interm.Products,Equity
513403,PMTELELIN,P.M.TELELINNKS LTD.,Active,XT,10.00,INE092C01015,Iron &amp; Steel/Interm.Products,Equity
513414,SMPL,Splendid Metal Products Ltd,Active,B ,5.00,INE215G01021,Iron &amp; Steel/Interm.Products,Equity
513418,SMFIL,Smiths &amp; Founders (India) Limited,Active,XT,1.00,INE728B01032,Other Industrial Products,Equity
513422,BLOIN,BLOOM INDUSTRIES LTD.,Active,P ,10.00,INE373E01015,Iron &amp; Steel/Interm.Products,Equity
513430,MAITRI,Maitri Enterprises Ltd,Active,XT,10.00,INE501L01024,Aluminium,Equity
513434,TATAMETALI,TATA METALIKS LTD.,Active,B ,10.00,INE056C01010,Iron &amp; Steel/Interm.Products,Equity
513436,SHAHALLOYS,SHAH ALLOYS LTD.,Active,B ,10.00,INE640C01011,Iron &amp; Steel/Interm.Products,Equity
513446,MONNETISPA,MONNET ISPAT &amp; ENERGY LTD.,Active,B ,10.00,INE743C01013,Iron &amp; Steel/Interm.Products,Equity
513452,ELANGO,ELANGO INDUSTRIES LTD.,Active,XT,10.00,INE594D01018,Iron &amp; Steel/Interm.Products,Equity
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,XT,10.00,INE791E01018,Iron &amp; Steel Products,Equity
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Active,Z ,10.00,INE257F01017,Iron &amp; Steel Products,Equity
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,XD,10.00,INE658D01011,Other Industrial Products,Equity
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,XT,10.00,INE387D01025,Iron &amp; Steel Products,Equity
513496,MEWATZI,MEWAT ZINC LTD.,Active,P ,10.00,INE235U01012,Zinc,Equity
513498,SOUTHMG,SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,Active,P ,10.00,INE308N01012,Mining,Equity
513507,GUJCONT,GUJARAT CONTAINERS LTD.,Active,P ,10.00,INE276I01011,Iron &amp; Steel Products,Equity
513509,KALYANIFRG,KALYANI FORGE LTD.,Active,T ,10.00,INE314G01014,Auto Parts &amp; Equipment,Equity
513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,XT,10.00,INE798F01010,Iron &amp; Steel/Interm.Products,Equity
513513,ADITYA,ADITYA ISPAT LTD.,Active,XD,10.00,INE570B01012,Iron &amp; Steel/Interm.Products,Equity
513515,SRIND,S.R.INDUSTRIES LTD.,Active,XT,10.00,INE329C01011,Textiles,Equity
513517,STEELCAS,STEELCAST LTD.,Active,XC,5.00,INE124E01020,Other Industrial Products,Equity
513519,PITTILAM,PITTI LAMINATIONS LTD.-$,Active,B ,5.00,INE450D01021,Other Elect.Equip./ Prod.,Equity
513528,GLITTEKG,GLITTEK GRANITES LTD.,Active,XT,5.00,INE741B01027,Construction Materials,Equity
513532,PRADPME,PRADEEP METALS LTD.,Active,XC,10.00,INE770A01010,Auto Parts &amp; Equipment,Equity
513534,VARDHINDQ,VARDHMAN INDUSTRIES LTD.-$,Active,XD,10.00,INE458E01014,Iron &amp; Steel/Interm.Products,Equity
513536,GNRL,Gujarat Natural Resources Limited,Active,XC,10.00,INE207H01018,Exploration &amp; Production,Equity
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,Active,P ,10.00,INE176E01012,Iron &amp; Steel Products,Equity
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Active,Z ,10.00,INE277E01026,Copper,Equity
513548,SHRDAIS,SHARDA ISPAT LTD.,Active,XT,10.00,INE385M01012,Iron &amp; Steel/Interm.Products,Equity
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,Active,B ,10.00,INE451L01014,Iron &amp; Steel Products,Equity
513558,REALSTR,REAL STRIPS LTD.-$,Active,XD,10.00,INE183B01014,Iron &amp; Steel/Interm.Products,Equity
513566,NOVIS,NOVA IRON &amp; STEEL LTD.,Active,XT,10.00,INE608C01026,Iron &amp; Steel/Interm.Products,Equity
513575,STERPOW,Sterling Powergensys Limited,Active,XT,10.00,INE067E01013,Industrial Machinery,Equity
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Active,Z ,10.00,INE617C01027,Coal,Equity
513597,SURANAIND,SURANA INDUSTRIES LTD.,Active,B ,10.00,INE659D01019,Iron &amp; Steel/Interm.Products,Equity
513599,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.00,INE531E01026,Copper,Equity
513605,SRIPIPES,Srikalahasthi Pipes Limited,Active,B ,10.00,INE943C01027,Iron &amp; Steel Products,Equity
513642,AXELPOLY,AXEL POLYMERS LTD.,Active,XT,10.00,INE197C01012,Plastic Products,Equity
513648,MARGPROIN,MARG PROJECTS AND INFRASTRUCTURE LTD.,Active,XT,10.00,INE942E01017,Misc.Commercial Services,Equity
513683,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Electric Utilities,Equity
513687,SPECTRA,SPECTRA INDUSTRIES LTD.,Active,XD,10.00,INE848B01012,Auto Parts &amp; Equipment,Equity
513691,JMTAUTOLTD,JMT AUTO LTD.,Active,B ,1.00,INE988E01036,Auto Parts &amp; Equipment,Equity
513693,KAJARIR,KIC METALIKS LTD.,Active,XC,10.00,INE434C01019,Iron &amp; Steel/Interm.Products,Equity
513699,SOLIDSTON,SOLID STONE COMPANY LTD.,Active,XD,10.00,INE584G01012,Construction Materials,Equity
513703,KUMARWI,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD.,Active,XT,10.00,INE840A01011,Textiles,Equity
513709,SHILGRAVQ,SHILP GRAVURES LTD.-$,Active,XD,10.00,INE960A01017,Industrial Machinery,Equity
